date,temperature,humidity,luminosity
2020-12-02 16:16:34.944,22.1,24.4,117
2020-12-02 16:16:32.666,22.1,24.4,117
2020-12-02 16:16:30.389,22.1,24.5,117
2020-12-02 16:16:28.111,22.1,24.4,117
2020-12-02 16:16:25.833,22.1,24.5,117
2020-12-02 16:16:23.556,22.1,24.5,117
2020-12-02 16:16:21.274,22.1,24.5,117
2020-12-02 16:16:18.996,22.1,24.5,117
2020-12-02 16:16:16.719,22.1,24.5,117
2020-12-02 16:16:14.441,22.1,24.5,117
2020-12-02 16:16:12.163,22.1,24.5,117
2020-12-02 16:16:09.882,22.1,24.5,117
2020-12-02 16:16:07.604,22.1,24.5,117
2020-12-02 16:16:05.327,22.0,24.4,117
2020-12-02 16:16:03.049,22.0,24.4,117
2020-12-02 16:16:00.771,22.0,24.4,117
2020-12-02 16:15:58.494,22.0,24.4,117
2020-12-02 16:15:56.216,22.0,24.4,117
2020-12-02 16:15:53.934,22.0,24.4,117
2020-12-02 16:15:51.657,22.0,24.4,117
2020-12-02 16:15:49.379,22.0,24.4,117
2020-12-02 16:15:47.101,22.0,24.4,117
2020-12-02 16:15:44.824,21.9,24.4,117
2020-12-02 16:15:42.546,21.9,24.4,117
2020-12-02 16:15:40.268,21.9,24.4,117
2020-12-02 16:15:37.987,21.9,24.4,117
2020-12-02 16:15:35.709,21.9,24.3,117
2020-12-02 16:15:33.431,22.0,24.4,117
2020-12-02 16:15:31.154,22.0,24.4,117
2020-12-02 16:15:28.876,22.0,24.4,117
2020-12-02 16:15:26.598,22.0,24.4,117
2020-12-02 16:15:24.316,22.0,24.4,117
2020-12-02 16:15:22.039,22.0,24.4,117
2020-12-02 16:15:19.761,22.0,24.4,117
2020-12-02 16:15:17.484,22.1,24.5,117
2020-12-02 16:15:15.206,22.1,24.4,117
2020-12-02 16:15:12.928,22.1,24.5,117
2020-12-02 16:15:10.651,22.1,24.4,117
2020-12-02 16:15:08.368,22.1,24.4,117
2020-12-02 16:15:06.091,22.1,24.5,117
2020-12-02 16:15:03.813,22.1,24.5,117
2020-12-02 16:15:01.535,22.1,24.5,117
2020-12-02 16:14:59.258,22.1,24.5,117
2020-12-02 16:14:56.980,22.1,24.5,117
2020-12-02 16:14:54.698,22.2,24.5,117
2020-12-02 16:14:52.421,22.1,24.5,117
2020-12-02 16:14:50.143,22.1,24.5,117
2020-12-02 16:14:47.865,22.1,24.5,117
2020-12-02 16:14:45.588,22.2,24.5,117
2020-12-02 16:14:43.306,22.2,24.5,117
2020-12-02 16:14:41.028,22.2,24.6,118
2020-12-02 16:14:38.751,22.2,24.6,117
2020-12-02 16:14:36.473,22.2,24.6,117
2020-12-02 16:14:34.195,22.2,24.6,117
2020-12-02 16:14:31.918,22.2,24.6,117
2020-12-02 16:14:29.636,22.2,24.6,117
2020-12-02 16:14:27.358,22.2,24.6,117
2020-12-02 16:14:25.081,22.2,24.6,118
2020-12-02 16:14:22.803,22.2,24.6,117
2020-12-02 16:14:20.525,22.2,24.6,117
2020-12-02 16:14:18.248,22.2,24.6,117
2020-12-02 16:14:15.966,22.1,24.5,117
2020-12-02 16:14:13.688,22.1,24.6,117
2020-12-02 16:14:11.411,22.1,24.6,117
2020-12-02 16:14:09.133,22.1,24.6,117
2020-12-02 16:14:06.856,22.0,24.5,117
2020-12-02 16:14:04.578,22.0,24.5,117
2020-12-02 16:14:02.297,22.0,24.5,117
2020-12-02 16:14:00.019,22.0,24.5,117
2020-12-02 16:13:57.741,22.0,24.5,117
2020-12-02 16:13:55.464,22.0,24.5,117
2020-12-02 16:13:53.186,22.0,24.5,117
2020-12-02 16:13:50.908,22.0,24.5,117
2020-12-02 16:13:48.627,21.9,24.4,117
2020-12-02 16:13:46.349,21.9,24.4,117
2020-12-02 16:13:44.071,21.9,24.4,117
2020-12-02 16:13:41.794,21.9,24.4,117
2020-12-02 16:13:39.516,21.9,24.4,117
2020-12-02 16:13:37.238,22.0,24.5,117
2020-12-02 16:13:34.957,22.0,24.5,117
2020-12-02 16:13:32.679,22.0,24.5,117
2020-12-02 16:13:30.401,22.0,24.5,116
2020-12-02 16:13:28.124,22.0,24.5,118
2020-12-02 16:13:25.846,22.0,24.4,118
2020-12-02 16:13:23.568,22.1,24.5,117
2020-12-02 16:13:21.287,22.1,24.5,117
2020-12-02 16:13:19.009,22.1,24.5,117
2020-12-02 16:13:16.731,22.1,24.5,117
2020-12-02 16:13:14.454,22.1,24.5,117
2020-12-02 16:13:12.176,22.1,24.5,117
2020-12-02 16:13:09.898,22.1,24.5,117
2020-12-02 16:13:07.617,22.1,24.5,117
2020-12-02 16:13:05.339,22.2,24.5,117
2020-12-02 16:13:03.062,22.2,24.5,117
2020-12-02 16:13:00.784,22.2,24.5,117
2020-12-02 16:12:58.506,22.2,24.5,117
2020-12-02 16:12:56.224,22.2,24.5,117
2020-12-02 16:12:53.947,22.2,24.5,117
2020-12-02 16:12:51.669,22.3,24.6,117
2020-12-02 16:12:49.392,22.3,24.6,117
2020-12-02 16:12:47.114,22.3,24.6,117
2020-12-02 16:12:44.836,22.3,24.6,117
2020-12-02 16:12:42.555,22.3,24.6,117
2020-12-02 16:12:40.277,22.3,24.6,117
2020-12-02 16:12:37.999,22.3,24.6,117
2020-12-02 16:12:35.722,22.3,24.6,117
2020-12-02 16:12:33.444,22.4,24.7,117
2020-12-02 16:12:31.162,22.4,24.7,117
2020-12-02 16:12:28.884,22.4,24.7,117
2020-12-02 16:12:26.607,22.4,24.7,117
2020-12-02 16:12:24.329,22.4,24.7,117
2020-12-02 16:12:22.051,22.4,24.8,117
2020-12-02 16:12:19.774,22.4,24.8,117
2020-12-02 16:12:17.492,22.4,24.8,117
2020-12-02 16:12:15.215,22.4,24.8,117
2020-12-02 16:12:12.937,22.4,24.8,117
2020-12-02 16:12:10.659,22.4,24.8,118
2020-12-02 16:12:08.381,22.3,24.7,117
2020-12-02 16:12:06.104,22.3,24.7,117
2020-12-02 16:12:03.825,22.3,24.7,117
2020-12-02 16:12:01.544,22.3,24.7,117
2020-12-02 16:11:59.266,22.2,24.7,117
2020-12-02 16:11:56.988,22.3,24.7,117
2020-12-02 16:11:54.711,22.2,24.7,117
2020-12-02 16:11:52.433,22.2,24.7,117
2020-12-02 16:11:50.151,22.2,24.7,117
2020-12-02 16:11:47.874,22.1,24.6,117
2020-12-02 16:11:45.596,22.1,24.6,117
2020-12-02 16:11:43.318,22.1,24.6,117
2020-12-02 16:11:41.041,22.1,24.6,117
2020-12-02 16:11:38.759,22.1,24.6,117
2020-12-02 16:11:36.481,22.1,24.6,117
2020-12-02 16:11:34.204,22.1,24.6,117
2020-12-02 16:11:31.926,22.1,24.6,117
2020-12-02 16:11:29.648,22.1,24.5,117
2020-12-02 16:11:27.367,22.1,24.5,117
2020-12-02 16:11:25.089,22.1,24.5,117
2020-12-02 16:11:22.811,22.1,24.5,117
2020-12-02 16:11:20.534,22.1,24.5,117
2020-12-02 16:11:18.256,22.1,24.5,117
2020-12-02 16:11:15.978,22.1,24.5,117
2020-12-02 16:11:13.697,22.1,24.5,117
2020-12-02 16:11:11.419,22.1,24.5,117
2020-12-02 16:11:09.141,22.2,24.6,117
2020-12-02 16:11:06.864,22.2,24.6,117
2020-12-02 16:11:04.586,22.2,24.6,118
2020-12-02 16:11:02.309,22.2,24.6,117
2020-12-02 16:11:00.028,22.2,24.6,118
2020-12-02 16:10:57.750,22.2,24.6,118
2020-12-02 16:10:55.472,22.2,24.6,117
2020-12-02 16:10:53.195,22.2,24.6,117
2020-12-02 16:10:50.917,22.2,24.6,117
2020-12-02 16:10:48.639,22.2,24.6,117
2020-12-02 16:10:46.357,22.2,24.6,117
2020-12-02 16:10:44.080,22.2,24.6,117
2020-12-02 16:10:41.802,22.2,24.6,117
2020-12-02 16:10:39.525,22.2,24.6,117
2020-12-02 16:10:37.247,22.2,24.6,118
2020-12-02 16:10:34.969,22.2,24.6,117
2020-12-02 16:10:32.688,22.2,24.6,117
2020-12-02 16:10:30.410,22.2,24.6,117
2020-12-02 16:10:28.132,22.2,24.6,117
2020-12-02 16:10:25.855,22.2,24.7,117
2020-12-02 16:10:23.577,22.2,24.7,118
2020-12-02 16:10:21.295,22.2,24.7,118
2020-12-02 16:10:19.018,22.1,24.6,117
2020-12-02 16:10:16.740,22.2,24.7,117
2020-12-02 16:10:14.462,22.1,24.6,117
2020-12-02 16:10:12.184,22.1,24.6,117
2020-12-02 16:10:09.907,22.1,24.6,117
2020-12-02 16:10:07.625,22.1,24.6,117
2020-12-02 16:10:05.348,22.0,24.5,117
